regio3,street,livingSpace,baseRent,totalRent,noRooms,floor,typeOfFlat,yearConstructed
Wedding,J&uuml;licher Str.,21.0,521.0,,1.0,,,2015.0
Pankow,Galenusstr.,111.63,1608.59,,3.0,5.0,apartment,2009.0
Adlershof_Treptow,no_information,65.34,588.06,755.98,2.0,3.0,apartment,1995.0
Wittenau_Reinickendorf,Conradstr.,35.0,350.0,411.0,1.0,1.0,apartment,1912.0
Mitte,Michaelkirchstra&szlig;e,21.19,582.45,699.0,1.0,6.0,apartment,2018.0
Pankow,Maximilianstrasse,110.0,1200.0,1500.0,3.0,3.0,roof_storey,
Friedrichshain,Krossener Str.,24.24,653.0,801.0,1.0,4.0,apartment,
Johannisthal_Treptow,no_information,153.6,1530.0,2025.0,5.0,,maisonette,2017.0
Prenzlauer_Berg_Prenzlauer_Berg,Hagenauer Stra&szlig;e,76.5,1450.0,1570.0,2.0,4.0,apartment,
Wedding,B&auml;rbel-Bohley-Ring,27.7,632.0,762.0,1.0,4.0,apartment,2017.0
Charlottenburg,Wilhelm-Caspar-Wegely-Platz,48.0,1370.0,1670.0,2.0,0.0,apartment,2019.0
Neukölln,no_information,51.0,1000.0,1120.0,2.0,1.0,apartment,1904.0
Wannsee_Zehlendorf,Sch&auml;ferstr.,38.0,306.19,436.19,1.0,,half_basement,1970.0
Lichtenrade_Tempelhof,Gro&szlig;-Ziethener Str.,101.0,815.0,1135.0,4.0,0.0,ground_floor,1977.0
Weißensee,Streustra&szlig;e,133.55,1959.0,,4.0,4.0,apartment,2017.0
Friedrichshain,W&uuml;hlischstra&szlig;e,96.0,1440.0,1680.0,4.0,5.0,roof_storey,
Lichterfelde_Steglitz,Osdorfer Str.,143.58,1580.0,1890.0,4.0,4.0,roof_storey,1984.0
Hellersdorf,Forster Str.,50.85,489.2,,2.0,2.0,other,2019.0
Grunewald_Wilmersdorf,Herthastr.,117.0,1900.0,2350.0,3.0,0.0,raised_ground_floor,1975.0
Mitte,no_information,59.0,799.0,979.0,2.5,2.0,apartment,1964.0
Alt_Hohenschönhausen_Hohenschönhausen,Genslerstra&szlig;e,60.0,660.0,798.0,2.0,3.0,apartment,2019.0
Lankwitz_Steglitz,Leonoreng&auml;rten,53.0,1500.0,1500.0,2.0,,other,2019.0
Mitte,no_information,68.0,1500.0,1730.0,2.0,2.0,apartment,2013.0
Neukölln,Aronsstr.,59.0,549.0,749.0,2.0,6.0,apartment,1972.0
Kreuzberg,no_information,50.0,800.0,950.0,2.0,2.0,apartment,
Rudow_Neukölln,no_information,69.4,1066.0,,2.0,2.0,apartment,2018.0
Steglitz,Kniephofstr.,83.43,835.0,1025.15,3.0,3.0,roof_storey,1960.0
Staaken_Spandau,Oldesloer Weg,69.21,675.49,899.31,2.5,0.0,ground_floor,1962.0
Schöneberg,Hauptstra&szlig;e,75.68,1324.4,1559.51,2.0,7.0,apartment,2019.0
Kreuzberg,Gitschiner Str.,55.46,511.62,743.44,2.0,2.0,apartment,1978.0
Pankow,Berliner Str.,88.0,1350.0,1560.0,2.0,4.0,roof_storey,1910.0
Tiergarten,Rathenowerstrasse,68.0,540.0,730.0,3.0,2.0,apartment,1960.0
Köpenick,M&uuml;ggelheimer Stra&szlig;e,111.94,951.0,1243.0,4.0,1.0,apartment,1988.0
Mitte,Berolinastra&szlig;e,59.0,1050.0,1200.0,2.5,2.0,apartment,1964.0
Wilmersdorf,Regensburgerstrasse,173.0,3460.0,3900.0,5.0,5.0,loft,1901.0
Spandau,Falkenhagener Stra&szlig;e,58.0,880.0,880.0,2.0,1.0,raised_ground_floor,1972.0
Tiergarten,Wilhelmshavener Str.,100.93,1599.0,1834.0,2.0,6.0,roof_storey,1900.0
Rosenthal_Pankow,Nesselweg,76.48,1130.0,1360.0,3.0,3.0,apartment,2019.0
Mitte,Leipziger Stra&szlig;e,252.0,5045.0,6029.0,5.0,7.0,apartment,2005.0
Tiergarten,Am Hamburger Bahnhof,67.27,1290.0,1575.22,2.0,4.0,apartment,
Tiergarten,Heidestra&szlig;e,76.57,1397.4,1627.11,2.0,0.0,ground_floor,2019.0
Mitte,Invalidenstrasse,64.73,1294.6,1488.79,2.0,1.0,apartment,1915.0
Friedrichshain,Stralauer Platz,61.16,1244.61,1397.51,2.0,4.0,apartment,
Kreuzberg,Gneisenaustr.,147.0,1631.0,1999.0,3.0,4.0,roof_storey,
Lichtenrade_Tempelhof,Steinstra&szlig;e,98.0,1100.0,1320.0,3.0,1.0,maisonette,1974.0
Tiergarten,Birkenstra&szlig;e,36.71,271.8,341.8,1.5,0.0,ground_floor,1900.0
Zehlendorf,Am Schlachtensee,115.4,1410.0,1795.0,4.0,0.0,maisonette,1980.0
Charlottenburg,Leibnizstra&szlig;e,27.95,950.0,950.0,1.0,1.0,,2019.0
Hellersdorf,Stendaler Stra&szlig;e,51.76,465.84,610.41,2.0,11.0,apartment,1986.0
Mitte,no_information,68.0,1500.0,1730.0,2.0,2.0,apartment,2013.0
Charlottenburg,no_information,136.27,2750.0,3226.0,4.0,3.0,apartment,1918.0
Kaulsdorf_Hellersdorf,Chemnitzer Stra&szlig;e,482.0,2372.5,3629.66,3.0,4.0,penthouse,1995.0
Reinickendorf,Septimerstr.,59.04,710.0,875.0,2.0,1.0,apartment,1959.0
Köpenick,Karlstra&szlig;e,76.71,767.1,927.3,2.0,2.0,apartment,1996.0
Mitte,Habersaathstra&szlig;e,115.1,1553.85,1897.5,3.0,1.0,apartment,1914.0
Charlottenburg,Angerburger Allee,48.0,550.0,680.0,1.5,13.0,apartment,1969.0
Neu_Hohenschönhausen_Hohenschönhausen,Falkenberger Chaussee,71.2,729.0,891.0,3.0,6.0,apartment,1984.0
Pankow,no_information,59.39,554.11,719.11,2.0,3.0,apartment,1997.0
Rudow_Neukölln,L&ouml;&szlig;nitzer Weg,75.96,580.0,830.0,2.0,0.0,ground_floor,1992.0
Friedrichshain,Warschauer Str.,57.0,730.0,860.0,1.0,0.0,terraced_flat,1898.0
Mahlsdorf_Hellersdorf,Akazienallee,109.0,997.0,1237.0,5.0,1.0,apartment,1914.0
Hellersdorf,Alte Hellersdorfer Str.,69.4,532.99,749.79,3.0,6.0,apartment,1989.0
Hellersdorf,Hellersdorfer Str.,69.19,689.0,892.0,3.0,2.0,apartment,1997.0
Wilmersdorf,no_information,84.16,1190.0,1430.0,3.0,2.0,apartment,1905.0
Mitte,Schumannstra&szlig;e,106.83,1602.45,1987.04,3.0,,roof_storey,1996.0
Prenzlauer_Berg_Prenzlauer_Berg,Greifswalder Str.,97.61,1415.35,1708.18,3.0,3.0,apartment,1870.0
Neu_Hohenschönhausen_Hohenschönhausen,Randowstra&szlig;e,70.74,679.0,840.0,3.0,10.0,apartment,1984.0
Tiergarten,Huttenstr.,74.0,511.56,781.56,2.5,3.0,apartment,1973.0
Friedrichshain,Dora-Benjamin Park,102.47,1588.29,1895.71,3.0,1.0,apartment,2017.0
Biesdorf_Marzahn,Buckower Ring,48.11,372.45,520.62,2.0,7.0,apartment,1983.0
Tiergarten,Klara-Franke-Stra&szlig;e,105.32,1790.0,2159.0,4.0,7.0,apartment,
Weißensee,Lehderstra&szlig;e,93.0,1483.0,1781.0,3.0,5.0,penthouse,2018.0
Tiergarten,Hilda-Geiringer-Weg H,131.0,2550.0,2942.0,4.0,2.0,apartment,2019.0
Marzahn,Ludwig-Renn-Stra&szlig;e,62.23,380.6,568.43,3.0,3.0,apartment,1982.0
Weißensee,Berliner Allee,146.47,1567.0,1796.0,4.0,1.0,apartment,1910.0
Prenzlauer_Berg_Prenzlauer_Berg,Stra&szlig;burger Stra&szlig;e,63.35,994.6,1164.6,2.0,,apartment,2015.0
Müggelheim_Köpenick,Geinsheimer Weg,131.29,1600.0,1797.0,5.0,3.0,roof_storey,2019.0
Friedenau_Schöneberg,Wilhelmsh&ouml;her Str.,184.0,2590.0,2920.0,4.5,3.0,apartment,1904.0
Köpenick,Flemmingstra&szlig;e,56.4,592.2,772.2,2.0,0.0,apartment,1910.0
Charlottenburg,Fraunhoferstra&szlig;e,128.38,1797.32,2119.32,4.0,,apartment,2013.0
Kladow_Spandau,Selbitzer Str.,136.0,1370.0,1735.0,3.0,0.0,ground_floor,1997.0
Charlottenburg,Zillestrasse,53.0,689.0,869.0,2.0,5.0,apartment,1963.0
Rosenthal_Pankow,Hauptstr.,81.34,1098.0,1382.0,2.0,,other,1850.0
Pankow,Breite Str.,125.15,1498.0,1758.0,4.0,3.0,apartment,
Biesdorf_Marzahn,Brachfelderstr.,92.11,1381.65,1565.87,3.0,3.0,penthouse,2019.0
Steglitz,Klingsorstr.,88.13,1322.0,1582.0,3.5,,roof_storey,1956.0
Friedrichsfelde_Lichtenberg,Einbecker Str.,46.97,1033.35,1174.25,2.0,4.0,apartment,2019.0
Rummelsburg_Lichtenberg,Karl-Wilker-Stra&szlig;e,179.0,2400.0,2840.0,6.0,5.0,roof_storey,2015.0
Prenzlauer_Berg_Prenzlauer_Berg,Ueckerm&uuml;nder Stra&szlig;e,125.0,1750.0,2000.0,2.0,5.0,apartment,2018.0
Haselhorst_Spandau,Gartenfelder Str.,78.76,700.0,950.0,3.0,1.0,apartment,1995.0
Tiergarten,Lydia-Rabinowitsch-Stra&szlig;e,86.0,1318.0,1571.0,3.0,2.0,apartment,2018.0
Lichterfelde_Steglitz,Billy Wilder Promenade,198.35,2083.0,2681.0,4.0,,maisonette,1937.0
Johannisthal_Treptow,Johannes-Werner-Stra&szlig;e,56.54,720.0,870.0,2.0,1.0,apartment,1927.0
Kreuzberg,Kottbusser Damm,57.3,802.2,943.73,2.0,0.0,ground_floor,1900.0
Marzahn,Fl&auml;mingstra&szlig;e,95.0,950.0,1168.5,4.0,3.0,apartment,2019.0
Wilmersdorf,Markgraf-Albrecht-Stra&szlig;e,48.0,700.0,820.0,2.0,0.0,ground_floor,1911.0
Waidmannslust_Reinickendorf,Zabel-Kr&uuml;ger-Damm,91.96,619.0,949.0,4.0,6.0,apartment,1967.0
Tempelhof,Burgemeisterstr.,78.15,719.42,942.93,3.0,4.0,apartment,1930.0
Lichtenrade_Tempelhof,Marienfelder Stra&szlig;e,95.61,1140.0,1300.0,3.0,3.0,roof_storey,2019.0
Pankow,Berliner Str.,150.0,2250.0,2655.0,5.0,4.0,roof_storey,1908.0
Niederschöneweide_Treptow,Schnellerstr.,62.85,682.0,806.0,2.0,2.0,apartment,1914.0
Mitte,no_information,127.7,1953.61,2464.41,4.0,6.0,apartment,2004.0
Friedrichshain,Boxhagener Stra&szlig;e,71.38,1142.08,1370.5,2.0,5.0,roof_storey,
Charlottenburg,no_information,53.0,1200.0,1435.0,2.0,2.0,,2019.0
Spandau,Griesinger Stra&szlig;e,63.0,787.0,978.0,2.0,4.0,roof_storey,
Altglienicke_Treptow,Bruno Taut Str.,80.0,945.0,1075.0,2.0,1.0,,2016.0
Friedrichshain,Hausburgstra&szlig;e,66.22,696.0,865.0,2.0,0.0,ground_floor,1900.0
Mitte,Leipziger Stra&szlig;e,63.38,1204.22,1552.81,2.0,5.0,apartment,2015.0
Friedrichshain,Stralauer Platz,61.16,1360.81,1513.71,2.0,10.0,apartment,2018.0
Pankow,M&uuml;hlenstra&szlig;e,68.98,995.0,1201.94,1.0,2.0,apartment,1910.0
Tiergarten,Hilda-Geiringer-Weg H,75.0,1500.0,1739.0,2.0,6.0,apartment,2019.0
Charlottenburg,Marburger Stra&szlig;e,98.0,2365.0,,3.0,0.0,other,
Kreuzberg,Sch&ouml;nleinstra&szlig;e,146.44,2200.0,2380.0,4.0,1.0,apartment,1900.0
Hellersdorf,Wei&szlig;enfelser Str.,70.31,543.95,765.15,3.0,3.0,apartment,1988.0
Buch_Pankow,Viereckweg,96.9,1018.0,1218.0,3.0,0.0,ground_floor,
Spandau,Mertensstra&szlig;e,76.72,805.56,,3.0,,roof_storey,2018.0
Tiergarten,Heidestra&szlig;e,96.93,1730.2,2020.99,3.0,1.0,ground_floor,2019.0
Adlershof_Treptow,no_information,108.0,1134.0,1334.0,2.0,3.0,apartment,1908.0
Lichterfelde_Steglitz,Steinheilpfad,130.0,1560.0,1860.0,4.0,2.0,apartment,1999.0
Neukölln,no_information,90.5,1370.0,1600.0,4.0,1.0,apartment,2018.0
Schmargendorf_Wilmersdorf,Helene-Jacobs-Stra&szlig;e,105.77,1620.0,1978.0,4.0,,apartment,2017.0
Charlottenburg,Uhlandstra&szlig;e,99.86,1497.9,1757.53,3.0,2.0,apartment,1912.0
Mitte,k&ouml;penickerstrasse,41.0,1500.0,1500.0,3.0,,,
Weißensee,Heinersdorfer Stra&szlig;e,55.98,671.76,820.76,2.0,2.0,apartment,1900.0
Neu_Hohenschönhausen_Hohenschönhausen,Wartenberger Stra&szlig;e,114.23,1335.0,1665.0,5.0,5.0,apartment,2019.0
Karow_Weißensee,Hofzeichendamm,60.74,468.44,671.01,2.0,3.0,apartment,1998.0
Mitte,Griebenowstra&szlig;e,39.37,750.0,830.0,1.0,3.0,apartment,1900.0
Prenzlauer_Berg_Prenzlauer_Berg,Christburger Str.,98.0,790.17,1050.17,2.0,5.0,apartment,
Wedding,Reinickendorfer Str.,48.99,833.0,1031.0,2.0,5.0,apartment,1969.0
Haselhorst_Spandau,no_information,64.0,580.0,730.0,2.5,1.0,apartment,1954.0
Rahnsdorf_Köpenick,no_information,122.1,1460.0,1710.0,4.0,,maisonette,2018.0
Hellersdorf,Henny-Porten-Str.,86.09,899.0,1152.0,4.0,2.0,apartment,1996.0
Hellersdorf,Stendaler Str.,81.58,769.0,953.0,4.0,4.0,apartment,1985.0
Tiergarten,Havelberger Stra&szlig;e,50.0,712.0,900.0,2.0,,half_basement,
Tiergarten,Lessingstr.,186.52,2990.0,3380.0,4.0,5.0,maisonette,1880.0
Mitte,Tieckstra&szlig;e,56.0,1350.0,1650.0,2.0,1.0,apartment,2014.0
Charlottenburg,Kurf&uuml;rstendamm,103.0,1550.0,1880.0,3.0,,ground_floor,1904.0
Köpenick,Mahlsdorfer Str.,65.92,800.0,915.0,3.0,3.0,roof_storey,1930.0
Alt_Hohenschönhausen_Hohenschönhausen,Sandinostra&szlig;e,39.2,625.0,745.0,1.0,1.0,apartment,2013.0
Niederschönhausen_Pankow,Charlottenstra&szlig;e,73.06,846.77,977.41,3.0,3.0,apartment,1996.0
Wilmersdorf,D&uuml;sseldorfer Str.,125.39,1630.07,2061.69,3.0,5.0,apartment,1991.0
Mitte,Leipziger Platz,60.09,1110.0,1350.0,2.0,7.0,apartment,1998.0
Lichtenrade_Tempelhof,Nahariyastr.,85.0,719.0,969.0,3.0,1.0,apartment,1977.0
Grunewald_Wilmersdorf,Caspar-They&szlig;-Stra&szlig;e,91.0,1591.45,1782.42,3.0,1.0,apartment,2019.0
Niederschönhausen_Pankow,Heinrich-B&ouml;ll-Stra&szlig;e,63.85,706.82,919.82,2.0,1.0,apartment,2011.0
Britz_Neukölln,B&uuml;rgerstr.,71.31,1213.0,1463.0,3.0,,apartment,2019.0
Kreuzberg,Manteuffelstra&szlig;e,81.76,1098.0,1270.0,2.0,4.0,apartment,1900.0
Tiergarten,Linkstra&szlig;e,13.0,790.0,840.0,1.0,5.0,apartment,
Lichterfelde_Steglitz,Fahrenheitstra&szlig;e,38.89,599.0,689.0,1.0,5.0,apartment,1968.0
Karlshorst_Lichtenberg,Gundelfinger Stra&szlig;e,99.0,1090.0,1377.6,3.0,1.0,apartment,1910.0
Wedding,Glasgower Str.,62.53,692.0,869.0,2.0,3.0,apartment,1908.0
Tiergarten,Budapester Str.,131.19,2200.0,2567.0,4.0,,apartment,1982.0
Weißensee,Gustav-Adolf-Stra&szlig;e,96.33,1130.0,1480.0,3.0,1.0,,1918.0
Lichterfelde_Steglitz,Fahrenheitstr.,97.8,757.3,1049.0,2.2,7.0,apartment,1970.0
Kreuzberg,Urbanstra&szlig;e,36.34,489.0,583.0,1.0,0.0,ground_floor,1910.0
Mitte,Fehrbelliner Str.,90.0,1600.0,1900.0,2.0,2.0,loft,
Mitte,Stallschreiber Str.,83.32,1500.0,1730.0,3.0,1.0,apartment,2019.0
Mitte,Chausseestra&szlig;e,87.95,1428.31,1678.97,4.0,3.0,apartment,2016.0
Steglitz,Altmarkstra&szlig;e,47.14,780.0,869.0,1.0,1.0,apartment,1910.0
Friedrichshain,Ebertystra&szlig;e,66.13,830.0,980.0,2.0,4.0,apartment,1905.0
Hellersdorf,Luckenwalder Stra&szlig;e,66.3,430.95,590.07,3.0,5.0,apartment,1989.0
Wedding,Kameruner Stra&szlig;e,41.9,356.0,,1.0,4.0,apartment,1906.0
Mitte,Schwartzkopffstra&szlig;e,47.0,1199.0,1349.0,2.0,3.0,apartment,2017.0
Friedrichsfelde_Lichtenberg,L&ouml;wenberger Stra&szlig;e,77.0,1000.94,1231.87,3.0,,,2020.0
Wedding,Barfussstrasse,70.0,596.0,806.0,2.0,1.0,apartment,
Buckow_Neukölln,no_information,74.0,670.0,870.0,3.0,5.0,apartment,1970.0
Grunewald_Wilmersdorf,Lynarstra&szlig;e,122.0,1935.0,2245.0,2.0,1.0,apartment,1994.0
Charlottenburg,Guerickestr.,108.4,827.54,1037.54,3.0,4.0,apartment,1892.0
Prenzlauer_Berg_Prenzlauer_Berg,no_information,102.81,2050.0,2307.5,3.0,5.0,penthouse,2018.0
Tiergarten,Alt-Moabit,96.5,1544.0,1664.0,3.0,5.0,roof_storey,
Prenzlauer_Berg_Prenzlauer_Berg,Stra&szlig;burger Stra&szlig;e,85.0,1699.0,1940.0,3.0,3.0,apartment,2017.0
Wilmersdorf,no_information,147.25,2698.0,3098.0,4.0,5.0,,1900.0
Pankow,Schonensche Stra&szlig;e,52.23,750.0,850.0,2.0,2.0,apartment,
Treptow,Kiefholzstra&szlig;e,92.0,1526.09,1849.81,3.0,4.0,apartment,2017.0
Siemensstadt_Spandau,Hefnersteig,79.0,586.1,696.1,2.0,2.0,apartment,1900.0
Steglitz,Lepsiusstrasse,74.19,805.0,899.0,3.0,3.0,apartment,1918.0
Friedrichshain,no_information,78.0,1350.0,1350.0,4.0,3.0,apartment,
Johannisthal_Treptow,no_information,67.63,749.43,929.43,2.0,3.0,other,1926.0
Friedenau_Schöneberg,Bornstra&szlig;e,102.0,1100.0,1370.0,3.0,1.0,raised_ground_floor,
Spandau,Hedwigstr.,119.16,1197.0,1515.0,4.0,,roof_storey,2005.0
Köpenick,Mahlower Stra&szlig;e,52.94,338.82,483.88,2.0,5.0,apartment,2019.0
Lichterfelde_Steglitz,Hindenburgdamm,49.0,539.0,665.67,2.0,1.0,,
Hellersdorf,Havell&auml;nder Ring,34.4,449.0,536.0,1.0,3.0,apartment,1985.0
Friedrichshain,Thaerstr,106.0,1500.0,1750.0,3.0,3.0,apartment,1904.0
Hellersdorf,Arneburger Str.,56.91,460.57,649.0,3.0,4.0,apartment,1990.0
Tiergarten,Flottwellstr.,102.64,1479.04,1779.04,3.0,4.0,apartment,2015.0
Biesdorf_Marzahn,Fortunaallee,62.25,845.0,1026.0,2.0,0.0,apartment,2019.0
Reinickendorf,Scharnweberstra&szlig;e,64.35,576.05,696.05,2.0,1.0,apartment,1900.0
Lichtenberg,Im Lindenhof,51.0,685.0,863.0,2.0,0.0,raised_ground_floor,1895.0
Neukölln,Braunschweiger Stra&szlig;e,44.0,990.0,1290.0,1.5,4.0,apartment,1905.0
Tiergarten,Heidestra&szlig;e,86.06,1583.5,1841.68,3.0,0.0,ground_floor,2019.0
Neukölln,Karl-Marx-Stra&szlig;e,64.06,601.07,682.0,2.0,3.0,apartment,1900.0
Tiergarten,Zwinglistra&szlig;e,71.5,919.0,1199.0,3.0,5.0,apartment,1989.0
Mitte,Schwartzkopffstra&szlig;e,75.75,1230.94,1427.82,2.0,0.0,ground_floor,2018.0
Lichterfelde_Steglitz,no_information,99.0,1034.55,1294.55,4.0,1.0,apartment,1936.0
Altglienicke_Treptow,Ma&szlig;holderweg,67.08,698.97,,2.0,0.0,ground_floor,2019.0
Kreuzberg,Mariannenplatz,37.39,673.02,821.02,1.0,3.0,apartment,1961.0
Tempelhof,Friedrich-Wilhelm-Str.,55.0,1450.0,1450.0,2.0,1.0,,1973.0
Wannsee_Zehlendorf,Hugo Vogel Stra&szlig;e,124.8,1270.0,1527.0,4.0,2.0,maisonette,1993.0
Wittenau_Reinickendorf,Blunckstr.,91.0,910.0,1235.0,4.0,7.0,apartment,1967.0
Friedrichshain,Erich-Nehlhans-Str.,65.0,1150.0,1325.0,2.0,3.0,apartment,2019.0
Tiergarten,Gabriele-Tergit-Promenade,150.0,3300.0,4020.0,3.0,4.0,apartment,2012.0
Schöneberg,Traunsteiner Stra&szlig;e,104.5,1316.31,,3.0,1.0,apartment,1912.0
Pankow,no_information,101.79,1495.0,1745.0,4.0,3.0,apartment,1910.0
Buckow_Neukölln,Haewerer Weg,77.0,770.0,985.0,2.5,1.0,apartment,1967.0
Mitte,Michaelkirchstra&szlig;e,21.8,579.1,699.0,1.0,1.0,apartment,2018.0
Niederschönhausen_Pankow,Blankenburger Str.,142.24,2223.0,2569.0,4.5,5.0,apartment,2020.0
Spandau,Pepitapromenade,135.94,1495.34,,5.0,,roof_storey,2018.0
Französisch_Buchholz_Pankow,La-Rochelle-Stra&szlig;e,74.76,859.0,1051.0,3.0,3.0,apartment,1996.0
Prenzlauer_Berg_Prenzlauer_Berg,Paul-Robeson-Str.,119.16,2850.0,,4.0,,penthouse,2018.0
Waidmannslust_Reinickendorf,Zabel-Kr&uuml;ger-Damm,95.0,1250.0,1350.0,3.0,3.0,apartment,
Oberschöneweide_Köpenick,no_information,92.03,1288.0,1538.0,3.0,0.0,ground_floor,2016.0
Charlottenburg,no_information,131.75,1295.0,1455.0,3.0,0.0,half_basement,1904.0
Tiergarten,Linkstra&szlig;e,18.0,910.0,960.0,1.0,4.0,apartment,
Niederschönhausen_Pankow,Dietzgenstra&szlig;e,100.0,998.0,1118.0,3.0,4.0,roof_storey,1905.0
Wilmersdorf,Kulmbacherstr,96.0,1980.0,2200.0,3.0,5.0,roof_storey,1901.0
Wedding,T&uuml;rkenstr.,63.0,760.0,,2.0,3.0,,1906.0
Tiergarten,K&ouml;bis Strasse,137.0,2700.0,3415.71,3.0,1.0,apartment,2006.0
Köpenick,Salvador-Allende-Str.,60.0,579.0,719.0,2.0,1.0,apartment,1997.0
Kreuzberg,Oranienstra&szlig;e,36.94,860.0,950.0,1.0,4.0,apartment,1863.0
Tiergarten,Heidestra&szlig;e,91.79,1597.15,1872.52,4.0,1.0,apartment,2019.0
Hermsdorf_Reinickendorf,Heidenheimer Stra&szlig;e,54.34,706.42,850.0,2.0,1.0,apartment,1956.0
Mitte,Neue Ro&szlig;stra&szlig;e,33.55,811.55,910.0,1.0,,raised_ground_floor,1986.0
Plänterwald_Treptow,K&ouml;penicker Landstr.,154.0,1770.0,2075.0,5.0,2.0,,1911.0
Mariendorf_Tempelhof,Britzer Str.,94.04,958.93,1275.9,4.0,3.0,apartment,1992.0
Charlottenburg,Lise-Meitner-Str.,69.56,495.17,809.65,2.0,0.0,ground_floor,1971.0
Charlottenburg,An der Flie&szlig;wiese,153.0,1799.0,2299.0,4.0,2.0,roof_storey,1997.0
Altglienicke_Treptow,Am Falkenberg,90.0,935.0,1110.0,3.0,1.0,maisonette,
Schmargendorf_Wilmersdorf,no_information,69.09,1060.0,1294.0,2.0,,ground_floor,2017.0
Tiergarten,Hilda-Geiringer-Weg H,107.0,2400.0,2719.0,3.0,4.0,apartment,2019.0
Mahlsdorf_Hellersdorf,Waldowstra&szlig;e,70.0,585.0,735.0,3.0,0.0,ground_floor,
Wilmersdorf,no_information,207.0,3000.0,3500.0,5.0,,roof_storey,1900.0
Friedrichshain,Stralauer Allee,55.19,1200.0,,2.0,4.0,apartment,2019.0
Wilmersdorf,no_information,80.5,970.0,1250.0,3.0,5.0,,1973.0
Tiergarten,no_information,66.0,1400.0,1690.0,2.0,4.0,other,2019.0
Karlshorst_Lichtenberg,no_information,103.52,1190.0,,3.0,,penthouse,2018.0
Staaken_Spandau,Heerstr.,60.0,450.0,695.0,2.0,2.0,apartment,1973.0
Prenzlauer_Berg_Prenzlauer_Berg,Danziger Stra&szlig;e,168.23,2999.0,3629.86,4.0,4.0,apartment,2016.0
Rahnsdorf_Köpenick,Gr&uuml;nheider Weg,104.0,1250.0,1540.0,3.0,,ground_floor,1933.0
Nikolassee_Zehlendorf,no_information,105.0,1200.0,1523.0,3.0,1.0,ground_floor,1914.0
Wilmersdorf,Pfalzburger Stra&szlig;e,156.33,2400.0,2950.0,4.0,1.0,apartment,1900.0
Wedding,Koloniestr.,74.76,972.0,1154.0,2.0,2.0,apartment,1892.0
Bohnsdorf_Treptow,Schulzendorfer Str,40.22,440.0,,1.0,0.0,raised_ground_floor,2008.0
Friedenau_Schöneberg,no_information,93.0,1450.0,1540.0,3.0,0.0,,1920.0
Weißensee,Charlottenburger Str.,117.7,1400.0,1700.0,3.0,0.0,apartment,2019.0
Mitte,Boyenstra&szlig;e,115.34,1960.78,2306.8,4.0,4.0,apartment,2013.0
Neukölln,Delbr&uuml;ckstra&szlig;e,72.0,1091.25,1374.25,2.0,0.0,terraced_flat,2018.0
Lichtenberg,Im Lichtenhain,75.0,1080.0,1295.0,2.0,1.0,apartment,2020.0
Tiergarten,Bochumer Stra&szlig;e,77.27,1159.0,,2.0,2.0,apartment,1890.0
Weißensee,Heinersdorfer Stra&szlig;e,53.34,613.41,762.41,2.0,1.0,apartment,1900.0
Mitte,J&auml;gerstra&szlig;e,203.38,4970.0,,4.0,2.0,apartment,
Buckow_Neukölln,Parksiedlung Spruch,66.88,639.7,900.78,2.0,2.0,apartment,1996.0
Mitte,Scharnhorststra&szlig;e,113.6,1760.0,2160.0,3.0,3.0,apartment,2015.0
Mitte,Max-Beer-Stra&szlig;e,206.55,3408.08,3973.08,2.0,3.0,roof_storey,1831.0
Kreuzberg,Bl&uuml;cherstr.,92.3,1670.0,1900.0,4.0,2.0,apartment,1893.0
Kreuzberg,Reichenberger Stra&szlig;e,35.8,650.0,740.0,1.0,1.0,apartment,
Hellersdorf,Zossener Stra&szlig;e,68.08,510.6,673.99,3.0,5.0,apartment,1989.0
Biesdorf_Marzahn,Arno-Philippsthal-Stra&szlig;e,80.0,1150.0,1400.0,3.0,3.0,apartment,
Neu_Hohenschönhausen_Hohenschönhausen,Falkenberger Chaussee,32.6,250.66,345.37,1.0,10.0,apartment,1985.0
Grunewald_Wilmersdorf,Caspar-They&szlig;-Stra&szlig;e,89.0,1594.8,1780.86,3.0,1.0,apartment,2019.0
Neukölln,Silbersteinstra&szlig;e,68.53,582.0,797.0,3.0,4.0,roof_storey,1984.0
Köpenick,Landj&auml;gerstra&szlig;e,42.45,585.0,703.86,1.0,1.0,apartment,2019.0
Siemensstadt_Spandau,Reisstra&szlig;e,65.0,479.93,569.93,2.0,1.0,apartment,1904.0
Wilmersdorf,Kurf&uuml;rstendamm,80.38,2010.0,2230.0,2.0,3.0,apartment,1900.0
Tiergarten,Waldstra&szlig;e,59.1,945.0,1025.0,2.0,2.0,apartment,1920.0
Tiergarten,Gabriele-Tergit-Promenade,215.5,4310.0,5000.0,4.0,11.0,roof_storey,2018.0
Schöneberg,Czeminskistra&szlig;e,37.5,875.0,975.0,1.0,3.0,apartment,1900.0
Mitte,Boyenstra&szlig;e,75.67,1286.39,1513.39,2.0,3.0,apartment,2018.0
Friedrichshain,Warschauer Stra&szlig;e,62.88,1068.96,1270.18,2.0,3.0,apartment,1900.0
Lichtenberg,L&uuml;ckstra&szlig;e,54.61,1341.0,1499.0,2.0,2.0,apartment,2019.0
Wilmersdorf,Mecklenburgische Stra&szlig;e,58.0,550.0,690.0,2.0,3.0,apartment,1930.0
