title,price,size,address,link
Befristet bis max. 6 Monate: möblierte Zweizimmerwohnung mit Balkon und Einbauküche,1.750 €,66 m²,"Friedrichshain, Berlin",https://www.immobilienscout24.de/expose/149207615
Wunderschöne 2-Zimmer-Wohnung mit Wasserblick!,1.095 €,44 m²,"Parkstr. 29, Hakenfelde, Berlin",https://www.immobilienscout24.de/expose/159884732
1 passende Wohneinheit: Bequem und trendy Wohnen in Neukölln!,640 - 780 €,"17,00 - 23,00 m²","Juliusstraße 24, 12051 Berlin",https://www.immobilienscout24.dehttps://www.immobilienscout24.de/neubau/bewocon-gmbh/juliusstrasse-24/134213.html
Sanierte 3-Zimmerwohnung (unbefristet),2.800 €,"145,55 m²","Warschauer Straße 65, Friedrichshain, Berlin",https://www.immobilienscout24.de/expose/159886602
Großzügige 4-Zimmerwohnung mit Terrasse im Herzen von Berlin Mitte,"4.532,88 €","184,36 m²","Wilhelmstr. 96, Mitte (Ortsteil), Berlin",https://www.immobilienscout24.de/expose/93436880
"++ WOHNTRAUM in BERLIN ++ Großzügige, moderne 4-Zi.-Whg. mit exklusivem Wohnambiente sowie 4 Terr...",2.499 €,"125,02 m²","Charlottenstraße 52a, Niederschönhausen, Berlin",https://www.immobilienscout24.de/expose/159886453
"several Microapartments Edisonstraße from 750€ warm, long term, Anmeldung possible",650 €,20 m²,"Oberschöneweide, Berlin",https://www.immobilienscout24.de/expose/159886360
"++ LEBEN MIT WEITBLICK – Penthouse-Traum auf 101 m² voller Licht, Ruhe und Eleganz ++",2.110 €,"100,52 m²","Charlottenstr. 52a, Niederschönhausen, Berlin",https://www.immobilienscout24.de/expose/159886336
"**Luxuriöse 3-Zimmer-Neubauwohnung mit einzigartigem Stil, EBK, Loggia uvm. in Berlin-Schöneberg**",2.300 €,"125,44 m²","Belziger Straße 33, Schöneberg, Berlin",https://www.immobilienscout24.de/expose/159885882
***Modernisierte 3 Zimmer Wohnung mit Balkon***,1.450 €,"76,27 m²","Reichsstraße 72A, Westend, Berlin",https://www.immobilienscout24.de/expose/159251997
Moderne 2-Zimmer-Wohnung mit großer Dachterrasse in Schöneberg Erstbezug,1.599 €,59 m²,"Friedenauer Höhe 12, Friedenau, Berlin",https://www.immobilienscout24.de/expose/159448984
"Top Lage in Mitte: Super-schöne 2,5 Zimmer Wohnung mit Terrasse, befristet 4 Jahre","1.826,18 €","101,22 m²","Brunnenstr. 195, Mitte (Ortsteil), Berlin",https://www.immobilienscout24.de/expose/158988174
"KOMFORT TRIFFT STIL: Wundervolle 3-Zimmer-Neubauwohnung mit EBK, Loggia uvm. in Berlin-Schöneberg",2.450 €,"127,33 m²","Belziger Straße 33, Schöneberg, Berlin",https://www.immobilienscout24.de/expose/159885575
Sanierte 2-Zimmerwohnung mit Einbauküche,1.500 €,"69,4 m²","Ebertystr. 33, Friedrichshain, Berlin",https://www.immobilienscout24.de/expose/158868954
Wohnung mit Balkon und Einbauküche: Geschmackvolle 3-Zimmer-Wohnung in Berlin Schöneberg,1.200 €,85 m²,"Schöneberg, Berlin",https://www.immobilienscout24.de/expose/159876466
Möbliertes Neubau-Apartment mit Gartenblick in Alt-Hohenschönhausen,800 €,33 m²,"Alt-Hohenschönhausen, Berlin",https://www.immobilienscout24.de/expose/132331913
"All-in-Rent: möblierte Wohnung inkl. Internet, Strom * hochwertige Ausstattung inkl.  Einbauküche",1.100 €,43 m²,"Wühlischstraße 23, Friedrichshain, Berlin",https://www.immobilienscout24.de/expose/154663523
Ruhige Wohnung in beliebter Wohnlage,750 €,50 m²,"Schöneberg, Berlin",https://www.immobilienscout24.de/expose/159883932
!! Diese wunderschöne Zwei-Zimmerwohnung wartet auf Sie !! + Stellplatz + EBK - jetzt bewerben,950 €,47 m²,"Alt-Hohenschönhausen, Berlin",https://www.immobilienscout24.de/expose/159884523
"Charmante Altbauwohnung in Mitte, voll möbliert, befristet zu vermieten",1.200 €,55 m²,"Chausseestrasse 105, Mitte (Ortsteil), Berlin",https://www.immobilienscout24.de/expose/105515242
"auf max 3.2031 befristet, helle 3-Zi-Whg in Britz",1.000 €,89 m²,"Britz, Berlin",https://www.immobilienscout24.de/expose/156428059
Moderne 2 Zimmer mit Grünblick - Willkommen in Adlershof!,"987,39 €","37,26 m²","Florian-Geyer-Straße 111, Adlershof, Berlin",https://www.immobilienscout24.de/expose/159883335
Ruhig gelegene Dreizimmerwohnung zur (dauerhaften) Vermietung,"1.737,05 €",95 m²,"Diestelmeyerstraße 3, Friedrichshain, Berlin",https://www.immobilienscout24.de/expose/159447155
Erstbezug mit Balkon oder Garten und EBK: Stilvolle 3-Zimmer-Wohnung mit geh. Innenausstattung,1.450 €,75 m²,"Glienicker Straße 7, Hermsdorf, Berlin",https://www.immobilienscout24.de/expose/155475425
!! Diese wunderschöne Maisonettewohnung wartet auf Sie !! + Einbauküche + Balkon und Stellplatz,2.100 €,"122,5 m²","Altglienicke, Berlin",https://www.immobilienscout24.de/expose/159883231
"WOHNTRAUM: 5-Zimmer-Maisonettewohnung mit 2 BALKONEN, DACHTERRASSE, EBK uvm. in Berlin-Schöneberg",2.420 €,"128,79 m²","Hauptstraße 29, Schöneberg, Berlin",https://www.immobilienscout24.de/expose/159883081
Erstbezug Neubau 1 Raumwohnung mit Blick auf die Havel in Spandau,900 €,"38,44 m²","Parkstrasse 9, Hakenfelde, Berlin",https://www.immobilienscout24.de/expose/158682318
Anmietung ohne WBS,792 €,44 m²,"Frankfurter Allee 218, Lichtenberg (Ortsteil), Berlin",https://www.immobilienscout24.de/expose/136164664
Helle 3-Zimmer Wohnung geschmackvoll saniert mit Balkon,1.275 €,75 m²,"Heinersdorfer Straße 38, Weißensee, Berlin",https://www.immobilienscout24.de/expose/159880946
Perfekte Wohnung für Zwei - Mausohrweg 8 in Rahnsdorf,"963,68 €","60,23 m²","Mausohrweg 8, Rahnsdorf, Berlin",https://www.immobilienscout24.de/expose/159554420
3-Zimmer-Wohnung in Spandau,"1.094,18 €","81,05 m²","Mertensstraße 16B, Hakenfelde, Berlin",https://www.immobilienscout24.de/expose/107131479
5 passende Wohneinheiten: Willkommen in der Woldegker Straße!,521 - 1.340 €,"46,00 - 73,00 m²","Woldegker Str. 8a/10a, 13059 Berlin",https://www.immobilienscout24.dehttps://www.immobilienscout24.de/neubau/howoge-wohnungsbaugesellschaft-mbh/woldegker-strasse-8a-10a/135511.html
Modernes Teil-möbliert 3-Zimmer Neubau Wohnung mit Terrasse gegenüber dem Volkspark Friedrichshain,2.050 €,77 m²,"Pufendorfstraße 4D, Friedrichshain, Berlin",https://www.immobilienscout24.de/expose/158334266
3 Zimmer- DG-Wohnung mit EBK und privatem Dachgarten in Lankwitz!,"1.677,73 €",78 m²,"Charlottenstraße 47, Lankwitz, Berlin",https://www.immobilienscout24.de/expose/159881663
2 helle Zimmer Altbau frisch renoviert - mit Balkon,"724,11 €","54,94 m²","Südendstraße 14, Steglitz, Berlin",https://www.immobilienscout24.de/expose/159728888
Helle Einraumwohnung am S-Bhf. Köpenick,385 €,32 m²,"Borgmannstraße 5, Köpenick, Berlin",https://www.immobilienscout24.de/expose/89717162
1.5 Room Modern Apartment in Mitte,1.019 €,48 m²,"Pohlstraße 82, Tiergarten, Berlin",https://www.immobilienscout24.de/expose/159881098
Helle 4-Zimmer-Neubauwohnung mit zwei Balkonen und Einbauküche in Berlin-Spandau,1.856 €,"95,13 m²","Am Maselakepark 17, Hakenfelde, Berlin",https://www.immobilienscout24.de/expose/159153197
"Möbliert und befristet bis Juli 2026: Chic, 2 Zimmer, Einbauküche",1.050 €,55 m²,"Mahlsdorf, Berlin",https://www.immobilienscout24.de/expose/159881009
"Exklusives Penthouse in Berlin-Weißensee – Stilvoll, ruhig, familienfreundlich",2.380 €,119 m²,"Falkenberger Straße 144, Weißensee, Berlin",https://www.immobilienscout24.de/expose/159580750
2-Zimmer-Wohnung in Mitte,1.250 €,"43,46 m²","Mühlendamm 1, Mitte (Ortsteil), Berlin",https://www.immobilienscout24.de/expose/151535357
Dachgeschoss mit Einbauküche ohne Aufzug,"950,87 €","78,38 m²","Romanshorner Weg 32, Reinickendorf (Ortsteil), Berlin",https://www.immobilienscout24.de/expose/159880731
Nachmieter gesucht: 3-Zimmer-Wohnung nahe Hauptbahnhof,1.745 €,"72,71 m²","Otto-Weidt-Platz 10, Moabit, Berlin",https://www.immobilienscout24.de/expose/159750502
"Sehr schöne, helle und gut geschnittene 2-Zimmer-Wohnung in Berlin, Lichterfelde (Steglitz)",1.300 €,66 m²,"Ostpreußendamm 78a, Lichterfelde, Berlin",https://www.immobilienscout24.de/expose/128861595
Charlottenburg am Schloss.. ein Neubautraum wird wahr!!..2 Zimmer mit Terrasse und Einbauküche **,1.550 €,"75,95 m²","Heubnerweg 7, Charlottenburg, Berlin",https://www.immobilienscout24.de/expose/158279810
Zentralgelegene 2 Zimmerwohnung mit offener Wohnküche in Neukölln,"1.196,45 €","47,9 m²","Sonnenallee 99, Neukölln (Ortsteil), Berlin",https://www.immobilienscout24.de/expose/158966586
viel Platz für die ganze Familie,"1.948,07 €","115,75 m²","An der Villa Bolle 8B, Köpenick, Berlin",https://www.immobilienscout24.de/expose/159879809
Ihr neues Heim,"1.189,54 €","70,68 m²","An der Villa Bolle 8B, Köpenick, Berlin",https://www.immobilienscout24.de/expose/159879803
1-Zimmer-Wohnung im Herzen Berlins,550 €,33 m²,"Oudenarderstraße 1 B, Wedding, Berlin",https://www.immobilienscout24.de/expose/159580183
Wohnen am Tacheles in Berlin-Mitte!,1.903 €,128 m²,"Auguststraße 3, Mitte (Ortsteil), Berlin",https://www.immobilienscout24.de/expose/159276056
Luxuswohnung mitten in Friedrichshain mit vielen  Extras,3.500 €,164 m²,"Friedrichshain, Berlin",https://www.immobilienscout24.de/expose/159879336
!! Diese wunderschöne Neubauwohnung mit vier Zimmern könnte bald Ihre sein !! + EBK + Stellplatz,2.300 €,"97,37 m²","Lichterfelde, Berlin",https://www.immobilienscout24.de/expose/159879093
Geräumiges Apartment mit Balkon und Wannenbad für die junge Familie!,999 €,"78,3 m²","Am Forstacker 24, Hakenfelde, Berlin",https://www.immobilienscout24.de/expose/158692868
Helles Studio mit offener Küche,1.432 €,"81,88 m²","Am Kutscherhaus 4, Köpenick, Berlin",https://www.immobilienscout24.de/expose/159733674
moderne schicke Penthouse- Wohnung mit Blick auf die Havel. Grün und urban zugleich.,2.489 €,131 m²,"Hakenfelde, Berlin",https://www.immobilienscout24.de/expose/158220709
"Erstbezug von 50 Wohneinheiten, möbliert, mit gehobener Innenausstattung in Berlin Lichtenberg","1.408,28 €","47,9 m²","Margaretenstraße 18, Rummelsburg, Berlin",https://www.immobilienscout24.de/expose/158287558
Wunderschöne möblierte 1-zimmer Wohnung,1.000 €,"28,45 m²","Leibnizstraße 85, Charlottenburg, Berlin",https://www.immobilienscout24.de/expose/159878362
"Möblierte Studio mit EBK, Fitness-Studio und Concierge - Mitte","958,85 €","22,35 m²","Lehrter Straße 24b, Moabit, Berlin",https://www.immobilienscout24.de/expose/159878341
Schöne 2-Zimmerwohnung mit Loggia,1.232 €,"47,73 m²","Heiner-Müller-Straße 15, Karlshorst, Berlin",https://www.immobilienscout24.de/expose/159878340
Schön geschnitten 2 Zimmer Wohnung mit Balkon & EBK in Berlin Mitte,1.520 €,58 m²,"Hedwig-Porschütz-Straße 28, Moabit, Berlin",https://www.immobilienscout24.de/expose/159878304
Studentenapartment im Studentenwohnheim Reinbeckstraße,345 €,15 m²,"Reinbeckstraße 4, Oberschöneweide, Berlin",https://www.immobilienscout24.de/expose/157696866
Perfekte 2-Zimmer-Wohnung mit Balkon im Erstbezug in Berlin-Friedrichshain,1.559 €,"55,68 m²","Singerstrasse 61, Friedrichshain, Berlin",https://www.immobilienscout24.de/expose/159877081
"Rubusweg 10, 2.OG MI","1.517,50 €","91,97 m²","Rubusweg 10, Altglienicke, Berlin",https://www.immobilienscout24.de/expose/159877353
Luftige Wohnung sucht Nachmieter,"881,49 €","45,96 m²","Märkisches Viertel, Berlin",https://www.immobilienscout24.de/expose/159877309
"142,95 qm Dachgeschosswohnung (Erstbezug) / 142,95 sqm rooftop",2.000 €,"142,95 m²","Provinzstraße 93, Reinickendorf (Ortsteil), Berlin",https://www.immobilienscout24.de/expose/144082522
Helle Wohnung sucht neue Mieter ohne WBS,"1.041,84 €","54,32 m²","Finsterwalder Straße 102A, Märkisches Viertel, Berlin",https://www.immobilienscout24.de/expose/159256175
Schöne Altbauwohnung nahe Tegeler See und Altstadt Tegel,975 €,60 m²,"Tegel, Berlin",https://www.immobilienscout24.de/expose/159876127
Toller Balkon - 1-Zimmer-Wohnung mit gehobener Innenausstattung in Berlin Altglienicke,825 €,"38,5 m²","Normannenstraße 7, Altglienicke, Berlin",https://www.immobilienscout24.de/expose/159411233
Gemütliche Wohnung mit modernem Grundriss,"874,59 €","45,6 m²","Senftenberger Ring 47A, Märkisches Viertel, Berlin",https://www.immobilienscout24.de/expose/159876460
Im Neubau wohnen,"784,06 €","40,88 m²","Senftenberger Ring 45A, Märkisches Viertel, Berlin",https://www.immobilienscout24.de/expose/159876308
Vollstandig moblierte 2-Zimmer-Wohnung  in Schonholz,1.590 €,53 m²,"Reginhardstraße 28, Gesundbrunnen, Berlin",https://www.immobilienscout24.de/expose/159577108
"2 passende Wohneinheiten: Urbanes Wohnen im Grünen - Paare, Familien & WGs",1.245 - 2.120 €,"60,00 - 120,00 m²",10318 Berlin,https://www.immobilienscout24.dehttps://www.immobilienscout24.de/neubau/quin-real-estate-investment-gmbh/urbanes-wohnen-im-gruenen-karlshorst/134644.html
INDIVIDUELLES DACHGESCHOSS MIT ZWEI TERRASSEN - GROSSE WOHNLOUNGE MIT OFFENER KÜCHE - MIT AUFZUG,1.696 €,106 m²,"Wilhelmstadt, Berlin",https://www.immobilienscout24.de/expose/159752974
Hochwertiger Neubau - 2 Zimmer Traumwohnung in Mariendorf!,1.173 €,46 m²,"Kurfürstenstraße 8, Mariendorf, Berlin",https://www.immobilienscout24.de/expose/159830239
Penthouse-Maisonette mit 3 Zimmer u.3 Terrassen Aufzug u. EBK,"2.866,03 €","124,61 m²","Schönhauser Allee 44, Prenzlauer Berg, Berlin",https://www.immobilienscout24.de/expose/159584929
2 - Zimmer Wohnung ab sofort bezugsfrei,"925,80 €","61,72 m²","Betulaweg 15, Altglienicke, Berlin",https://www.immobilienscout24.de/expose/157430843
Helle Wohung mit offener Wohnküche,"2.158,98 €","121,48 m²","Am Kutscherhaus 6, Köpenick, Berlin",https://www.immobilienscout24.de/expose/159875981
Sonnige Südausrichtung.,"881,85 €","58,79 m²","Stellingdamm 9, Köpenick, Berlin",https://www.immobilienscout24.de/expose/159875881
"Rubusweg 24, EG RE","1.295,23 €","76,19 m²","Rubusweg 24, Altglienicke, Berlin",https://www.immobilienscout24.de/expose/159504617
Bright Two Rooms Apartment,1.390 €,55 m²,"Moabit, Berlin",https://www.immobilienscout24.de/expose/159875538
"1,5 Zimmer Apartment zu vermieten in Wilmersdorf! Nähe Kudamm",815 €,"41,84 m²","Spichernstraße 15, Wilmersdorf, Berlin",https://www.immobilienscout24.de/expose/159875642
Hochwertiger Neubau - 3 Zimmer Traumwohnung in Mariendorf!,1.658 €,65 m²,"Kurfürstenstraße 8, Mariendorf, Berlin",https://www.immobilienscout24.de/expose/159830316
Hochwertiger Neubau - 2 Zimmer Traumwohnung in Mariendorf!,1.148 €,45 m²,"Kurfürstenstraße 7, Mariendorf, Berlin",https://www.immobilienscout24.de/expose/159830043
Hochwertiger Neubau - 2 Zimmer Traumwohnung in Mariendorf!,1.148 €,45 m²,"Kurfürstenstraße 7, Mariendorf, Berlin",https://www.immobilienscout24.de/expose/159830145
Oberste Etage mit Aufzug: Erstbezug in Friedenau (6.01),1.290 €,45 m²,"Rubensstr. 54, Schöneberg, Berlin",https://www.immobilienscout24.de/expose/159875335
Frisch saniert:  Wohnung mit 3 stylishen Mikroapartments à 25 qm – direkt am Volkspark,2.100 €,99 m²,"Landsberger Allee 20-22, Friedrichshain, Berlin",https://www.immobilienscout24.de/expose/159874597
Geschmackvolle 1-Zimmer-Wohnung mit geh. Innenausstattung,1.300 €,"41,86 m²","Treskowstraße 22, Heinersdorf, Berlin",https://www.immobilienscout24.de/expose/159714593
Renoviert und mit Bodenbelag,"721,63 €","69,79 m²","Zweibrücker Str. 81, Falkenhagener Feld, Berlin",https://www.immobilienscout24.de/expose/159874446
Familie gesucht,"578,59 €","62,55 m²","Brunsbütteler Damm 304, Staaken, Berlin",https://www.immobilienscout24.de/expose/159874445
Modernisierte 2 Zimmer Wohnung mit Einbauküche,1.350 €,"71,38 m²","Holländerstr. 20, Reinickendorf (Ortsteil), Berlin",https://www.immobilienscout24.de/expose/159873999
"1,5 Zimmer Apartment",720 €,"35,54 m²","Conradstr. 73, Borsigwalde, Berlin",https://www.immobilienscout24.de/expose/159873948
Modernisierte 2 Zimmer Wohnung,865 €,"43,08 m²","Conradstr. 73, Borsigwalde, Berlin",https://www.immobilienscout24.de/expose/159873765
THE BERLIN HOUSE - Your furnished temporary apartment,750 €,19 m²,"Bundesallee 75, Friedenau, Berlin",https://www.immobilienscout24.de/expose/159873649
2-Zimmer Altbauwohnung in zentraler Lage nahe der Torstraße  - 2 Jahre befristet,1.400 €,55 m²,"Mitte (Ortsteil), Berlin",https://www.immobilienscout24.de/expose/159873601
"Stilvolle, neuwertige 2-Raum-Wohnung mit gehobener Innenausstattung in Berlin Tiergarten","2.041,92 €","121,01 m²","Gabriele-Tergit-Promenade 11, Tiergarten, Berlin",https://www.immobilienscout24.de/expose/159869199
2-Zimmerwohnung in modernisiertem Altbau in zentraler Lage in Berlin-Steglitz,1.395 €,64 m²,"Steglitz, Berlin",https://www.immobilienscout24.de/expose/149066464
2 1/2-Zimmer-Whg. in gepflegter Anlage Nähe Spandauer Arcaden,"1.079,30 €","69,04 m²","Jadeweg 11 b, Spandau (Ortsteil), Berlin",https://www.immobilienscout24.de/expose/150750773
Stilvolle vollmöblierte 1-Zimmer-Wohnung mit geh. Innenausstattung mit Balkon und EBK am Kudamm,1.100 €,"40,31 m²","Augsburger Straße 23, Charlottenburg, Berlin",https://www.immobilienscout24.de/expose/158677912
"Unmöbliert 2-Zimmer-Wohnung im ""Embassy"" - Mitte",1.495 €,47 m²,"Am Köllnischen Park 14, Mitte (Ortsteil), Berlin",https://www.immobilienscout24.de/expose/159867761
"Nachmieter für prächtige 3,5-Zimmer-Whg in Schöneberg gesucht",1.550 €,102 m²,"Bamberger Straße 57, Schöneberg, Berlin",https://www.immobilienscout24.de/expose/159648048
Schöne sanierte Altbau-Wohnung in der Wilhelmstadt,550 €,"35,46 m²","Pichelsdorfer Straße 39, Wilhelmstadt, Berlin",https://www.immobilienscout24.de/expose/159867034
Helle 1-Zimmer-Wohnung mit Balkon in Berlin Mariendorf,600 €,40 m²,"Kaiserstraße 110, Mariendorf, Berlin",https://www.immobilienscout24.de/expose/159155864
Großzügiges Neubau-Stadthaus in Weißensee – Ideal für Familien/ WG,2.965 €,"105,91 m²","Berliner Allee 94, Weißensee, Berlin",https://www.immobilienscout24.de/expose/159708183
Für WG ! Komplett neu saniert !,2.350 €,"116,53 m²","Hundekehlestr. 18, Schmargendorf, Berlin",https://www.immobilienscout24.de/expose/159431114
Erstbezug mit Balkon und EBK: Hochmoderne 2-Zimmer-Wohnung,1.130 €,"55,1 m²","Rudow, Berlin",https://www.immobilienscout24.de/expose/159704877
Stilvolle möblierte EG-Wohnung mit Terrasse und Garten in Berlin Weißensee – Erstbezug,1.836 €,"40,8 m²","Berliner Allee 94, Weißensee, Berlin",https://www.immobilienscout24.de/expose/159700435
Beeindruckende Bel Etage mit gehobener Ausstattung in Lankwitz,2.800 €,176 m²,"Lankwitz, Berlin",https://www.immobilienscout24.de/expose/158934221
Befristet für 1-2 Jahre | TIERGARTEN | Frei ab August 2025 | Vollmöbliertes Apartment,1.290 €,48 m²,"Tiergarten, Berlin",https://www.immobilienscout24.de/expose/159866315
Helle & Moderne 3-Zimmer-Wohnung in Berlin Mitte – Renoviert (2021) & Bezugsfertig!,1.720 €,75 m²,"Tiergarten, Berlin",https://www.immobilienscout24.de/expose/159116569
"4,5-Zimmer-Wohnung in Berlin Neukölln","1.285,70 €","102,6 m²","Bendastraße 5, Neukölln (Ortsteil), Berlin",https://www.immobilienscout24.de/expose/159705889
"Großzügige, helle 2- Zimmerwhg. in Berlin- Halensee",1.020 €,72 m²,"Kronprinzendamm 4, Halensee, Berlin",https://www.immobilienscout24.de/expose/159845818
Renovierte & möblierte Altbauwohnung im beliebten Sprengelkiez,1.190 €,45 m²,"Genter Straße 12, Wedding, Berlin",https://www.immobilienscout24.de/expose/159865156
Wunderschöne Dachgeschosswohnung in Charlottenburg zur Untermiete,2.000 €,117 m²,"Charlottenburg, Berlin",https://www.immobilienscout24.de/expose/104624138
"Traumhafte 2-Zimmer-Wohnung im Neubau inkl. Einbauküche, Logia, Terasse und 22m² eigenem Garten",1.500 €,"78,21 m²","Waidmannslust, Berlin",https://www.immobilienscout24.de/expose/137975253
vollmöblierte großzügige 2-Zimmer Wohnung in TOP-Lage,1.390 €,54 m²,"Waldemarstraße 79, Kreuzberg, Berlin",https://www.immobilienscout24.de/expose/159259903
Sanierte 3-Zimmer WG mit Top-Ausstattung und eigenen Küchen!,2.400 €,99 m²,"Landsberger Allee 20-22, Friedrichshain, Berlin",https://www.immobilienscout24.de/expose/159748875
Wohnen am Wasser (Erstbezug): 2-ZKB mit EBK und Garten,1.250 €,"59,8 m²","Regattastraße 9, Grünau, Berlin",https://www.immobilienscout24.de/expose/159751603
"Erste gemeinsame Wohnung sucht neues Pärchen! 1,5 NKM als Renovierungskostenzuschuss!",859 €,65 m²,"Friedenfelser Straße 25, Marienfelde, Berlin",https://www.immobilienscout24.de/expose/158708654
Vollmöblierte 2-Zimmer Wohnung mit Altbau-Charme,1.350 €,52 m²,"Manfred-von-Richthofen-Straße 6, Tempelhof, Berlin",https://www.immobilienscout24.de/expose/159862868
Gemütliche Single - Wohnung sucht neuen Mieter!,769 €,"59,72 m²","Hildburghauser Straße 3 C, Marienfelde, Berlin",https://www.immobilienscout24.de/expose/158708496
Helle 2-Zimmer-Wohnung in Berlin Friedrichsfelde (Lichtenberg),910 €,104 m²,"Am Tierpark 31a, Friedrichsfelde, Berlin",https://www.immobilienscout24.de/expose/159705806
Exklusive 2- Zimmer-Wohnung mit luxuriöser Ausstattung in Berlin Spandau- direkt an der Havelmarina,1.350 €,75 m²,"Seychellenring 49, Hakenfelde, Berlin",https://www.immobilienscout24.de/expose/159391722
Oberschöneweide-edison 58. 2 rooms - limited,1.050 €,67 m²,"Edisonstr. 58, Oberschöneweide, Berlin",https://www.immobilienscout24.de/expose/159862340
Buena Select M | 73m² Wohnung mit 3 Zimmern in Berlin,1.240 €,73 m²,"Märkische Allee 312, Marzahn, Berlin",https://www.immobilienscout24.de/expose/159862005
Buena Essential  | 64m² 2-Zimmer Wohnung in Berlin,1.260 €,"64,24 m²","Billy-Wilder-Promenade 20, Lichterfelde, Berlin",https://www.immobilienscout24.de/expose/159626018
"Helle 2,5-Raum-Wohnung mit EBK und Balkon",900 €,70 m²,"Buckow, Berlin",https://www.immobilienscout24.de/expose/141942325
Neubau – Erstbezug in Berlin Friedrichshain. 3-Zimmer-Wohnung mit Balkon und hochwertiger EBK,2.000 €,80 m²,"Warschauerstr. 22, Friedrichshain, Berlin",https://www.immobilienscout24.de/expose/156948982
"Traumhafte 5-Zimmer-Maisonettewohnung mit 3 BALKONEN, DACHTERRASSE, EBK uvm. in Berlin-Schöneberg",2.660 €,"140,99 m²","Hauptstraße 29, Schöneberg, Berlin",https://www.immobilienscout24.de/expose/159861861
2 Zimmer Altbauwohnung im QG,650 €,"64,25 m²","Schieritzstr. 36, Prenzlauer Berg, Berlin",https://www.immobilienscout24.de/expose/147722033
Stilvoll vollmöblierte & vollausgestattete Wohnung in Berlin Weißensee,950 €,22 m²,"Berliner Allee 94, Weißensee, Berlin",https://www.immobilienscout24.de/expose/159704924
Buena Select M | 62m² Wohnung mit 2 Zimmern in Berlin,1.200 €,"62,26 m²","Wilhelmsaue 32, Wilmersdorf, Berlin",https://www.immobilienscout24.de/expose/159861530
1 Zimmer Apartment direkt am Ku'damm / all inclusive,790 €,"34,61 m²","Halensee, Berlin",https://www.immobilienscout24.de/expose/156555905
renovierte 1-Zimmer Wohnung - Ideal für Singles!,"439,12 €","41,89 m²","Angerburger Allee 53, Westend, Berlin",https://www.immobilienscout24.de/expose/159860958
Balkon und Einbauküche: Möblierte 2-Raum-Wohnung,849 €,53 m²,"gudrunstrasse 6, Lichtenberg (Ortsteil), Berlin",https://www.immobilienscout24.de/expose/153518619
"Helles möbliertes WG-Zimmer (12 qm) in Prenzlauer Berg, Winsstraße Berlin",475 €,12 m²,"Winsstraße 68, Prenzlauer Berg, Berlin",https://www.immobilienscout24.de/expose/110225435
Charmante Dachgeschosswohnung in Berlin mit Balkon,"700,65 €","60,73 m²","Steinbindeweg 5, Grünau, Berlin",https://www.immobilienscout24.de/expose/159859709
2-Zi-Wohnung an der Karl-Marx-Alle in Bln. FrHain,900 €,70 m²,"Andreasstraße 46, Friedrichshain, Berlin",https://www.immobilienscout24.de/expose/67867066
"Vorankündigung: hochwertig möbliert, zeitlich befristet, hell, ruhig, Süd-Balkon: 2-Zi.-Neubau-Wohnu",1.500 €,68 m²,"Mitte (Ortsteil), Berlin",https://www.immobilienscout24.de/expose/126968587
Erstbezug: 2-Zimmer-Wohnung an der Dahme mit großen Balkon,1.325 €,70 m²,"Regattastr. 7, Grünau, Berlin",https://www.immobilienscout24.de/expose/159649729
Tolle 1-Zimmer Wohnung in Mitte - voll möbliert,1.263 €,51 m²,"Koloniestraße 38, Gesundbrunnen, Berlin",https://www.immobilienscout24.de/expose/159858971
"ruhig hell zentral möbliert: große 2-Zimmer-Altbau-Wohnung, Vermietung auf Zeit",1.500 €,72 m²,"Mitte (Ortsteil), Berlin",https://www.immobilienscout24.de/expose/142925512
Dachgeschoß mit großer Terrasse - Erstbezug.,"834,73 €","47,61 m²","Hirtestraße 25, Köpenick, Berlin",https://www.immobilienscout24.de/expose/147457751
"Stilvolle, vollmöblierte 2-Zimmer-Wohnung im beliebten Berlin-Schöneberg – auf 2 Jahre befristet.",1.400 €,78 m²,"Schöneberg, Berlin",https://www.immobilienscout24.de/expose/159858782
Helle 3-Zimmer-Wohnung mit Wintergarten und Gäste-WC!,1.129 €,"83,18 m²","La-Rochelle-Straße 68, Französisch Buchholz, Berlin",https://www.immobilienscout24.de/expose/159858621
4 passende Wohneinheiten: ***Erstbezug*** Lichtdurchflutete Wohnungen direkt am Tempelhofer Hafen,1.018 - 2.660 €,"33,00 - 133,00 m²","Tempelhofer Damm 224, 12099 Berlin",https://www.immobilienscout24.dehttps://www.immobilienscout24.de/neubau/cityofberlin-hv-gmbh/erstbezug-neubau-dg-tempelhofer-damm/139744.html
Saniert und sofort verfügbar - Single-Apartment mit Balkon!,579 €,"34,36 m²","Naumburger Ring 8, Hellersdorf, Berlin",https://www.immobilienscout24.de/expose/159583564
"Very Berlin zwischen Festspielen und Ku'Damm, nahe Fasanenplatz",1.550 €,67 m²,"Schaperstraße 10, Wilmersdorf, Berlin",https://www.immobilienscout24.de/expose/159857593
+++Charmante EG-Wohnung mit Garten in einem  2-Familienhaus  in Berlin-Heiligensee+++,2.200 €,125 m²,"Am Fuchsbau 12, Heiligensee, Berlin",https://www.immobilienscout24.de/expose/159417588
